NAME,JD,WD,AREA,FLAG,TAGONE,TAGONENAME,TAGTWO,TAGTWONAME,REGIONID
辛香韵城市小菜,102.7109,25.03387,KunMing,3,14,餐饮服务,1400,餐饮,535
腾冲大救驾,102.71118,25.03294,KunMing,3,14,餐饮服务,1400,餐饮,535
老东粥皇．茶餐厅,102.71141,25.03431,KunMing,3,14,餐饮服务,1400,餐饮,535
云红客泰国海鲜火锅同仁店,102.7114,25.03463,KunMing,3,14,餐饮服务,1400,餐饮,535
耀华力泰菜泰国民俗餐厅,102.71136,25.03369,KunMing,3,14,餐饮服务,1400,餐饮,535
蔼若春,102.71167,25.03462,KunMing,3,14,餐饮服务,1400,餐饮,535
仟和骨头王火锅餐厅金碧店,102.71112,25.0331,KunMing,3,14,餐饮服务,1400,餐饮,535
青之淼清真牛香锅,102.71137,25.034,KunMing,3,14,餐饮服务,1400,餐饮,535
米线主义过桥米线,102.71115,25.03313,KunMing,3,14,餐饮服务,1400,餐饮,535
盈江傣味园,102.71091,25.03301,KunMing,3,14,餐饮服务,1400,餐饮,535
